gene1	gene2	gene3	gene4	gene5	gene6	gene7	gene8	gene9	gene10	gene11	gene12	gene13	gene14	gene15	gene16	gene17	gene18	gene19	gene20	gene21	gene22	gene23	gene24	gene25	gene26	gene27	gene28	gene29	gene30	gene31	gene32	gene33	gene34	gene35	gene36	gene37	gene38	gene39	gene40	gene41	gene42	gene43	gene44	gene45	gene46	gene47	gene48	gene49	gene50	gene51	gene52	gene53	gene54	gene55	gene56	gene57	gene58	gene59	gene60	gene61	gene62	gene63	gene64	gene65	gene66	gene67	gene68	gene69	gene70	gene71	gene72	gene73	gene74	gene75	gene76	gene77	gene78	gene79	gene80	gene81	gene82	gene83	gene84	gene85	gene86	gene87	gene88	gene89	gene90	gene91	gene92	gene93	gene94	gene95	gene96	gene97	gene98	gene99	gene100
cell_type1_11	5	1	0	2	0	2	0	4	1	0	0	0	0	0	6	3	0	0	2	1	3	0	0	0	0	1	0	0	0	0	6	0	0	0	1	0	3	1	2	0	0	2	1	8	0	2	2	2	0	0	3	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	1	1	1	0	5	0	0	0	1	4	0	0	5	3	0	0	0	0	0	2	7	1	0	1	5	0	1	0	5	0	0	0	12	1
cell_type1_12	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	10	0	1	5	0	0	0	0	2	0	0	0	3	1	0	1	3	1	0	0	0	4	1	1	0	0	2	0	0	0	4	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	3	0	0	0	1	1	0	0	0	0	0	5	1	0	0	16	6	0	0	0	0	0	2	0	0	0	0	0	3
cell_type1_13	1	0	0	0	0	1	0	1	4	0	0	0	0	0	2	1	1	2	6	1	1	0	1	1	1	0	1	0	1	1	0	0	1	6	0	1	0	1	3	6	3	0	0	0	2	0	0	2	0	0	1	3	1	2	0	0	0	1	0	0	1	0	0	1	0	0	0	8	5	0	2	0	0	0	0	1	0	0	0	2	0	0	3	0	0	2	9	2	2	0	1	0	3	0	2	0	1	0	1	1
cell_type1_14	3	0	0	0	0	8	0	0	0	0	0	0	0	2	1	0	0	4	2	0	1	0	0	1	1	0	0	5	0	0	3	0	0	1	1	0	3	0	4	6	1	0	3	1	1	0	0	3	0	0	0	1	0	7	0	0	0	0	0	0	3	1	0	0	1	0	2	1	2	0	12	0	0	1	0	1	1	0	2	0	0	0	2	0	0	0	0	1	0	0	0	3	0	0	1	0	2	0	2	1
cell_type1_15	0	1	0	2	0	2	0	0	0	0	0	0	0	0	6	0	0	0	6	0	13	2	0	0	0	0	0	0	0	0	3	1	0	3	1	0	2	0	2	0	6	0	2	3	1	0	0	2	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	17	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	1	0	0	0	4	1	3	2	0	1	6	0	0	2
cell_type1_16	1	0	1	4	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	1	0	0	0	1	2	0	0	1	0	0	0	0	3	0	1	0	3	1	0	0	0	4	5	1	0	1	2	5	0	1	1	5	2	0	0	0	0	1	0	0	0	1	1	0	3	0	0	0	0	5	0	0	0	4	0	7	1	1	0	3	6	1	0	0	1	0	0	1	4	0	2	0	0	3
cell_type1_17	8	3	0	0	1	1	0	6	0	0	0	1	0	1	2	0	0	0	1	0	4	0	0	1	0	0	0	3	0	2	1	0	0	9	0	1	2	0	3	2	1	0	2	0	1	0	1	2	0	0	0	0	1	4	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	1	1	0	1	1	0	1	1	0	0	1	7	4	0	0	6	0	0	0	1	0	3	0	3	2
cell_type1_18	1	1	0	0	0	0	1	0	1	0	0	0	0	0	2	0	1	0	0	1	4	0	0	0	0	3	0	3	0	1	0	0	0	1	0	0	0	1	2	5	1	0	2	0	0	0	3	9	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	5	1	0	0	0	0	1	0	0	0	0	0	0	1	0	6	4	7	0	1	1	0	2	0	0	0	2	0	1	0
cell_type1_19	2	6	0	0	0	2	0	0	0	0	0	0	0	0	1	2	2	1	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	4	0	4	0	1	0	0	0	0	1	0	0	1	1	9	5	0	0	0	0	0	0	4	0	0	0	0	0	0	1	2	0	3	0	0	0	1	2	1	0	0	0	0	0	2	0	0	1	4	0	0	0	0	0	0	0	3	1	0	0	0	0
cell_type1_20	0	0	0	2	0	4	0	0	0	0	0	0	0	1	4	0	1	0	2	4	17	1	0	0	0	6	0	0	3	2	2	0	0	0	0	0	0	1	0	0	2	1	1	1	0	0	1	3	0	0	5	0	0	0	0	4	0	0	0	0	0	1	0	0	2	0	0	1	2	1	8	2	0	0	0	3	0	0	1	1	0	1	0	2	0	5	6	0	0	1	2	0	1	2	3	0	2	0	1	2
cell_type1_21	7	0	0	1	0	1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	1	0	1	2	0	1	2	2	0	1	2	0	0	0	1	0	0	0	2	2	3	1	8	1	0	1	0	1	0	0	0	0	1	11	0	4	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	9	0	0	0	0	1	0	0	0	2	7	1	1	0
cell_type1_22	0	0	0	2	0	8	0	1	6	0	0	3	0	0	2	0	0	0	0	0	7	0	0	1	0	1	0	1	0	0	2	0	0	0	0	0	2	0	6	5	3	0	2	3	0	1	3	0	0	1	0	0	8	1	2	0	0	0	5	0	0	0	0	0	0	1	0	2	0	0	1	0	0	1	0	1	0	0	2	1	0	1	1	0	0	0	1	1	1	1	0	0	2	0	5	0	0	0	2	1
cell_type1_23	5	6	0	0	0	2	0	3	0	0	0	1	0	0	2	2	0	0	0	0	4	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	2	0	13	1	2	1	2	1	1	0	0	4	0	1	0	1	2	1	1	0	0	1	0	0	1	0	0	0	0	0	6	1	0	0	4	0	0	0	0	2	0	0	1	1	0	2	2	1	0	0	6	0	0	0	0	1	0	5	2	0	0	0	0	1
cell_type1_24	0	0	1	0	2	9	0	1	0	0	0	3	0	1	5	0	0	0	1	1	2	0	0	1	0	1	0	0	0	5	1	0	0	0	0	0	0	0	4	1	0	0	1	2	0	2	0	9	0	2	5	1	0	3	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	5	0	1	0	0	4	0	0	0	0	0	0	1	0	0	1	1	1	0	0	2	0	1	1	5	0	1	0	1	1
cell_type1_25	1	1	2	0	0	0	0	0	0	0	0	1	0	0	3	2	0	1	3	7	3	3	0	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	5	0	1	1	1	1	0	1	1	4	0	1	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	1	0	0	0	0	0	1	0	0	2	0	0	10	1	0	0	0	3	0	0	7	0	3	6	0	0	0
cell_type1_26	1	0	3	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	5	0	4	0	3	3	0	0	5	0	0	0	1	3	0	1	0	0	0	1	0	1	6	0	0	0	0	2	1	0	0	0	2	0	0	0	1	1	0	0	0	0	2	7	0	0	0	0	4	2	0	0	0	1	0	0	0	0	0	1	4	1	0	0	0	1	0	0	0	3	0	13	0	2	1
cell_type1_27	1	0	0	0	0	2	0	0	0	1	1	3	0	0	7	0	0	0	1	1	3	0	1	1	1	0	0	1	0	0	3	0	0	7	2	0	0	0	3	1	0	2	1	0	0	0	2	2	1	1	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	1	1	3	0	0	8	0	0	0	3	1	0	0	3	0	2	1	3	2	0	1	6	0	4	0	2	0	0	1	3	0	1	0	3	1
cell_type1_28	0	3	0	0	0	7	0	2	1	0	1	5	0	0	4	1	0	0	0	1	7	0	3	0	0	0	0	0	0	1	1	0	0	4	1	0	0	0	0	0	0	0	2	3	0	0	1	1	0	0	0	0	4	5	0	0	1	2	0	0	1	0	0	2	0	0	1	2	0	0	2	0	0	1	1	1	0	0	0	1	0	0	3	0	0	1	13	0	1	0	2	1	0	2	1	0	2	0	2	0
cell_type1_29	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	5	0	2	6	3	1	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	1	0	6	1	0	0	0	5	0	1	4	2	0	0	0	1	2	0	0	1	0	4	0	0	0	0	0	4	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	1	2	0	0	15	17	0	0	0	1	1	0	0	1	0	6	0	0	1
cell_type1_30	1	6	0	1	2	4	1	1	0	0	0	0	0	1	0	0	0	3	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	5	1	0	1	0	1	2	2	0	2	0	0	0	2	8	2	0	1	0	3	2	0	0	0	0	1	0	2	1	1	2	0	0	1	2	1	0	3	0	0	3	0	1	0	2	1	2	0	2	5	0	0	0	3	0	0	0	1	0	1	0	1	0	1	1	0	1
cell_type1_31	4	1	0	0	0	2	0	1	0	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0	1	0	9	1	2	0	3	4	0	0	11	9	0	1	1	0	0	6	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	3	3	0	0	4	1	0	0	0	8	0	0	2	7	0	0	0	0	0
cell_type1_32	4	3	1	1	0	1	0	0	0	1	0	1	0	1	7	0	1	0	0	2	5	0	0	0	0	3	0	7	6	1	3	0	0	0	0	0	0	0	4	0	4	2	2	5	1	1	3	0	2	2	0	0	2	1	0	1	0	4	0	0	13	2	0	1	0	0	0	2	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	3	0	0	4	0	2	0	0	0	2	0	2	1
cell_type1_33	9	0	1	2	0	0	0	0	0	0	0	3	0	0	3	2	0	1	0	2	3	0	0	0	0	0	0	1	0	4	6	1	0	2	0	0	0	2	8	0	1	0	1	0	0	0	1	3	0	0	0	0	0	6	0	0	0	7	0	0	3	3	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	2	0	0	1	4	0	1	2	6	0	5	0	0	1	0	2	1	0	1	0	0	0
cell_type1_34	0	1	0	2	0	8	0	5	0	0	2	0	0	0	13	1	1	2	5	2	6	0	0	0	0	0	0	0	0	1	0	0	0	4	3	0	4	0	2	0	1	1	0	0	1	0	3	2	1	0	0	0	1	2	2	1	1	4	0	0	0	0	0	0	0	0	0	1	10	2	15	0	0	0	0	5	1	0	1	0	0	2	1	0	0	0	0	0	0	2	2	1	0	0	3	0	0	0	0	1
cell_type1_35	2	4	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	1	2	0	5	0	0	1	2	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	2	0	2	0	0	1	1	2	0	0	0	2	1	4	0	0	0	2	0	0	0	0	1	1	0	0	1	1	1	0	18	0	0	1	1	1	0	0	0	1	0	4	1	0	0	0	0	0	3	0	1	0	0	1	1	0	2	0	0	1
cell_type1_36	2	2	0	0	2	4	0	1	0	0	0	1	0	1	1	0	1	0	1	0	2	0	0	0	0	0	1	0	0	2	3	1	0	2	0	0	0	1	1	0	4	1	0	3	0	0	1	4	0	0	0	1	1	0	0	1	0	0	0	0	1	2	1	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	4	0	0	1	0	2	1	0	7	0	10	0	0	0	0	1	6	0	0	0	0	1
cell_type1_37	3	0	0	0	4	3	0	1	0	0	0	1	0	0	2	0	0	2	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	6	4	0	1	0	0	1	0	2	6	0	0	1	2	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	6	0	0	1	0	0	0	0	4	0	0	1	1	0	3	1	0	0	4	3	0	0	0	4	0	3	3	0	2	0	0	0	1
cell_type1_38	0	2	0	0	0	4	0	0	0	1	0	2	1	0	2	0	0	0	6	1	2	1	1	1	2	1	0	5	0	3	1	0	0	1	1	0	1	0	9	0	2	1	1	11	1	1	1	1	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	2	0	1	0	1	0	0	6	0	0	0	0	3	0	0	7	1	0	0	4	2	0	0	0	0	0	1	3	1	0	5	2	1	0
cell_type1_39	8	0	0	1	0	10	0	2	1	0	0	1	0	0	1	0	0	4	4	0	7	1	0	0	0	0	1	1	0	1	4	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	7	3	0	0	0	2	1	5	1	0	0	1	0	0	1	0	0	0	0	0	1	10	0	1	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	2	9	0	1	0	2	0	0	3	1	4	6	0	2	0
cell_type1_40	0	0	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	1	1	1	9	1	0	0	1	0	0	7	0	1	1	0	0	2	0	0	2	2	5	0	1	0	1	0	4	0	1	3	3	1	0	0	0	12	0	0	1	1	0	0	0	0	0	1	1	0	2	2	0	0	0	0	0	0	0	2	0	0	0	2	0	1	1	2	0	1	6	0	0	0	3	2	0	1	1	0	1	0	0	1
cell_type1_41	4	4	1	1	0	11	0	0	0	0	0	5	0	0	1	0	2	0	1	4	2	2	0	0	0	0	0	0	0	0	0	0	0	12	3	1	3	1	3	0	1	0	0	2	0	0	3	4	0	2	0	0	1	0	0	1	2	0	0	0	2	1	1	0	0	0	0	0	1	1	2	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	10	0	0	0	0	1	0	1	2	0	5	3	2	0
cell_type1_42	0	7	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	3	1	2	0	0	0	0	1	0	4	3	0	1	0	0	2	0	0	0	0	3	1	1	1	1	0	0	0	0	4	2	1	0	1	1	2	0	0	2	2	0	0	5	0	0	0	0	0	0	0	1	0	4	0	0	1	0	3	0	0	0	0	0	0	4	0	0	0	2	0	10	0	0	0	1	0	1	0	7	0	2	0
cell_type1_43	5	1	0	1	0	2	0	0	0	0	0	4	0	0	12	0	0	5	0	1	1	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0	2	1	6	1	0	0	2	2	1	0	0	14	0	0	0	1	5	5	0	0	0	2	0	0	1	1	0	1	0	0	2	7	1	0	6	0	0	0	0	3	0	0	0	0	1	0	1	3	0	1	11	0	2	1	2	1	1	0	2	0	0	0	0	0
cell_type1_44	0	1	1	0	0	2	0	2	0	0	0	4	0	0	3	0	0	0	0	1	2	0	0	0	0	1	0	5	0	2	9	0	0	0	0	1	4	0	0	0	1	0	2	2	0	1	2	4	3	0	0	1	0	6	0	0	0	1	0	0	3	0	0	0	0	0	1	0	2	0	12	0	1	0	0	0	1	1	6	1	0	1	0	0	0	0	2	0	2	5	2	1	2	0	2	0	1	0	5	1
cell_type1_45	1	0	1	0	1	0	0	0	0	0	0	0	0	0	6	1	0	0	2	1	8	0	0	1	1	0	0	5	0	0	1	1	0	0	0	0	1	0	2	1	1	0	0	7	1	0	4	3	0	0	0	1	1	3	0	3	0	1	0	0	0	0	1	3	0	0	0	0	4	0	7	0	0	6	0	2	0	0	1	1	0	2	1	0	1	0	9	0	0	0	0	1	0	0	0	0	3	1	5	0
cell_type1_46	2	1	0	0	0	3	2	1	0	4	0	0	0	0	1	1	0	2	1	1	4	1	0	1	1	0	0	0	0	5	1	0	0	3	1	0	1	0	5	1	5	0	1	2	0	0	2	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	1	1	0	2	3	0	0	5	1	0	0	0	0	0	1	3	1	0	0	0	3	2
cell_type1_47	5	5	1	1	0	9	1	5	0	0	0	0	0	1	5	0	6	9	0	1	3	0	0	0	0	1	1	0	0	0	11	0	0	0	0	0	1	0	5	0	1	1	2	0	1	0	2	5	0	0	0	2	0	1	1	2	1	1	0	0	2	0	0	0	0	0	0	3	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	6	0	0	0	0	0	0	2	10	0	0	0	5	0
cell_type1_48	0	0	1	0	0	4	0	1	0	0	0	1	1	0	2	0	0	0	1	2	4	0	0	0	0	0	1	4	0	0	1	0	0	2	1	0	0	0	2	0	2	0	1	0	0	1	0	1	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	3	0	0	0	0	1	1	0	5	1	0	1	2	10	0	1	0	0	0	0	0	5	0	0	0	2	1
cell_type1_49	1	0	0	2	0	8	1	0	0	0	0	2	0	0	0	0	1	0	0	4	1	0	4	1	0	0	0	1	0	6	3	0	0	0	0	0	0	0	3	2	0	1	0	3	0	0	3	1	0	0	0	2	0	2	0	1	0	0	0	0	2	0	0	1	0	0	3	3	5	0	2	3	0	0	0	1	0	0	0	0	0	2	2	0	0	2	4	1	0	0	1	0	0	0	3	0	5	0	1	0
cell_type1_50	0	1	0	0	0	1	0	0	0	0	0	2	0	0	8	5	0	2	4	0	1	0	2	0	0	1	1	0	0	0	5	0	0	9	0	0	0	0	4	1	4	0	0	0	0	0	4	1	2	0	0	1	0	4	0	1	0	4	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	7	0	3	0	0	0	0	3	1	1	1	0	0	2	2	0	0	5	1	0	0	3	0	0	0	1	0
cell_type1_51	0	2	0	2	0	1	0	0	0	0	0	0	0	0	13	2	1	1	0	6	6	0	0	0	3	0	0	0	1	0	0	0	1	9	0	0	1	0	6	1	2	0	0	5	0	0	1	1	1	0	0	0	2	3	0	0	0	0	0	0	2	0	1	0	0	0	0	4	2	0	8	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0	3	2
cell_type1_52	0	1	0	0	0	1	2	2	1	0	1	1	0	0	1	0	0	3	4	0	7	0	0	0	4	5	0	0	0	0	2	0	0	0	0	0	0	1	3	0	3	1	3	2	0	0	16	11	0	1	2	0	1	0	0	1	0	1	0	0	4	0	0	0	0	0	0	0	0	0	9	0	0	0	0	4	0	0	1	2	0	0	0	0	0	0	2	0	1	0	4	1	2	0	0	0	0	1	1	5
cell_type1_53	2	1	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	3	1	0	2	1	0	1	1	0	2	0	0	0	0	0	0	4	0	0	4	0	11	0	4	0	1	0	0	0	4	3	1	1	4	0	0	5	0	0	4	1	0	0	7	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	1	0	0	2	1	0	0	0	1	0
cell_type1_54	0	1	0	0	1	1	0	4	1	0	0	1	0	0	2	0	0	1	0	0	3	0	2	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	6	1	0	2	3	1	0	4	1	0	2	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	6	0	0	1	0	0	0	0	0	3	0	8	2	2	0	0	2	0	1	1	1	2	4	2	3	1	4	0	0	0
cell_type1_55	2	0	0	3	0	1	3	2	0	0	0	0	1	0	7	0	0	0	2	0	4	0	0	0	0	0	2	0	0	2	1	0	0	1	0	0	6	0	7	0	2	0	1	2	1	0	0	2	0	0	2	0	1	6	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	5	2	0	0	1	0	0	4	1	0	6	0	0	1
cell_type1_56	0	0	0	1	0	4	0	1	2	0	0	1	0	0	0	1	1	7	4	0	6	1	0	0	0	1	0	4	0	1	6	0	0	0	0	0	0	0	0	6	0	1	3	4	1	0	9	1	1	0	0	0	0	3	2	0	2	2	0	0	4	0	0	0	0	0	0	0	1	0	7	0	0	0	0	1	1	0	2	1	0	6	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	2	0
cell_type1_57	1	0	0	0	0	5	1	3	1	0	0	2	0	0	10	0	0	1	0	0	7	0	1	0	0	2	0	1	0	0	2	0	0	6	1	0	1	0	2	1	1	0	0	0	0	1	3	4	2	0	0	0	0	7	3	1	1	1	0	0	0	0	0	0	1	2	0	6	0	0	3	0	0	0	0	3	0	0	0	0	0	2	0	1	0	1	1	0	0	0	5	0	3	0	4	0	2	0	1	1
cell_type1_58	1	1	0	2	0	1	1	6	0	0	0	0	0	1	4	0	0	0	3	3	10	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	1	3	11	0	1	1	5	0	0	2	1	1	7	0	0	1	0	0	0	1	2	0	0	1	0	2	2	0	0	2	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	4	2	0	1
cell_type1_59	4	3	0	5	0	1	0	0	1	0	0	5	0	1	0	0	1	3	0	0	17	0	0	0	0	0	0	1	2	0	2	1	1	1	0	0	0	0	0	0	1	0	0	2	1	0	0	5	0	3	0	1	1	7	0	0	0	0	0	0	1	1	0	0	0	0	1	4	3	0	1	1	0	1	0	5	0	0	6	1	0	2	2	0	0	3	7	0	0	0	0	0	0	1	0	0	0	0	3	0
cell_type1_60	1	1	0	0	0	1	0	1	2	0	0	1	0	1	0	1	1	1	2	1	13	0	0	3	1	4	0	2	2	0	0	0	0	6	0	1	0	0	5	0	3	0	0	3	0	0	2	3	0	2	0	0	1	1	0	4	1	3	2	0	0	0	0	0	0	0	0	3	3	1	10	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	16	0	1	0	0	0	1	0	3	0	14	1	9	3
cell_type1_61	3	0	0	2	0	6	1	2	0	2	0	2	1	0	2	0	0	0	5	0	8	0	0	0	0	3	0	1	0	6	0	0	0	0	0	1	1	0	6	2	3	1	0	0	0	0	3	3	0	2	0	0	2	2	1	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	1	0	0	3	0	0	0	1	0	8	1	0	0	1	13	0	0	0	7	0	0	1	3	2	5	0	1	0
cell_type1_62	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	0	2	0	11	0	0	0	0	7	2	6	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	1	0	0	7	3	0	0	0	0	3	12	3	0	0	0	0	0	0	1	0	0	0	0	1	3	2	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	3	0	0	0	8	0	0	2	0	0	4	0	0	0
cell_type1_63	1	4	1	5	1	5	0	2	0	0	1	3	2	0	10	0	0	4	0	14	2	0	0	0	2	1	0	0	0	3	0	0	0	4	0	0	4	0	1	0	0	2	0	3	1	0	3	0	0	0	0	0	3	0	1	0	0	2	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	2	5	0	8	2	0	2	0	0	0	0	0	1	0	0	0	1	3
