gene1	gene2	gene3	gene4	gene5	gene6	gene7	gene8	gene9	gene10	gene11	gene12	gene13	gene14	gene15	gene16	gene17	gene18	gene19	gene20	gene21	gene22	gene23	gene24	gene25	gene26	gene27	gene28	gene29	gene30	gene31	gene32	gene33	gene34	gene35	gene36	gene37	gene38	gene39	gene40	gene41	gene42	gene43	gene44	gene45	gene46	gene47	gene48	gene49	gene50	gene51	gene52	gene53	gene54	gene55	gene56	gene57	gene58	gene59	gene60	gene61	gene62	gene63	gene64	gene65	gene66	gene67	gene68	gene69	gene70	gene71	gene72	gene73	gene74	gene75	gene76	gene77	gene78	gene79	gene80	gene81	gene82	gene83	gene84	gene85	gene86	gene87	gene88	gene89	gene90	gene91	gene92	gene93	gene94	gene95	gene96	gene97	gene98	gene99	gene100
cell_type1_12	0	1	0	0	0	0	0	12	0	0	0	1	1	2	3	2	3	0	8	0	0	1	5	0	0	0	0	6	0	1	0	0	0	0	1	1	2	0	0	0	2	0	4	1	1	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	4	2	1	3	0	0	0	2	2	0	3	0	0	1	2	0	3	1	0	0	6	0	2	0	0	0	0	1	0	0	0	0	0	19	0	0	0
cell_type1_13	0	0	0	0	0	0	0	4	0	0	1	2	1	0	1	4	16	0	6	0	0	2	0	0	0	0	0	4	0	4	1	0	0	0	5	1	0	1	0	1	0	0	1	0	0	1	0	4	2	0	0	1	2	1	3	2	0	0	0	2	0	0	2	0	1	4	0	0	0	0	0	1	2	1	0	0	1	2	0	1	0	0	0	16	1	0	0	4	2	0	0	4	0	0	0	2	5	0	0	0
cell_type1_14	0	7	0	0	0	2	0	2	0	1	0	0	2	0	2	14	3	0	0	0	0	4	0	0	0	3	0	2	2	11	0	0	1	0	0	0	1	0	0	0	4	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	2	5	1	3	0	0	0	2	0	1	0	15	0	0	0	1	0	0	0	0	0	11	1	0	0	2	0	0	0	2	1	0	1	0	4	0	0	0
cell_type1_15	1	0	0	0	0	0	0	1	0	0	0	1	0	6	3	1	18	0	0	0	0	1	2	2	1	0	0	4	1	1	1	0	0	0	2	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	0	0	3	3	0	1	1	0	1	0	3	0	3	5	2	1	0	1	0	0	4	0	4	0	0	0	3	2	2	0	0	2	0	0	0	0	0	1	3	8	0	0	0
cell_type1_16	0	0	0	0	0	0	0	5	3	0	0	0	2	1	0	13	2	0	2	0	0	0	1	3	4	0	2	7	2	4	0	2	0	0	2	4	0	0	0	1	15	0	0	1	0	0	0	0	0	0	0	0	6	0	3	4	0	0	0	4	2	1	2	0	3	0	0	2	1	0	0	1	1	1	0	0	0	1	0	8	0	0	0	3	1	0	0	5	1	0	0	1	0	0	1	5	3	0	2	0
cell_type1_17	1	0	1	0	0	1	0	1	4	2	0	1	3	0	1	19	1	0	0	1	0	0	5	0	0	0	0	9	0	1	1	0	1	0	0	2	0	0	2	1	7	1	5	0	0	0	3	1	0	0	1	1	0	21	0	4	0	0	0	0	0	0	0	0	2	7	0	0	0	1	1	1	5	2	1	0	0	5	0	2	0	0	0	11	0	0	0	2	0	1	4	0	1	0	0	0	1	0	0	0
cell_type1_18	0	0	0	0	0	0	0	2	0	0	1	1	0	20	4	1	0	2	1	0	0	2	3	1	0	0	0	4	3	4	1	0	0	0	0	0	1	0	0	1	2	3	0	0	0	0	1	2	1	0	0	0	0	0	1	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4	1	0	1	0	1	0	3	0	1	0	4	0	1	0	0	1	0	0	1	0	0	2	0	2	0	3	0
cell_type1_19	0	0	0	0	0	0	0	7	0	0	0	1	0	0	5	2	1	0	4	0	0	2	2	2	0	0	0	40	0	4	0	0	0	0	2	6	0	0	0	1	1	1	0	0	2	0	2	2	0	0	1	0	0	1	0	0	7	0	0	0	0	0	1	2	0	0	0	0	0	0	3	0	1	5	0	0	2	3	0	1	0	1	0	25	0	0	4	0	1	0	0	1	0	2	0	1	5	0	1	0
cell_type1_20	0	1	0	2	0	0	0	4	1	0	1	1	1	12	4	8	0	0	7	1	0	3	0	1	0	4	1	5	2	1	0	0	1	0	0	0	1	0	1	2	0	2	0	2	0	0	2	0	3	2	0	0	0	0	0	0	3	0	2	0	1	0	1	0	0	5	0	0	0	2	0	3	2	3	0	1	2	0	0	2	1	0	1	12	1	6	0	7	1	0	0	0	0	0	0	0	3	0	2	0
cell_type1_21	0	0	1	0	0	0	0	2	1	0	1	0	3	0	6	5	1	0	1	1	1	9	0	0	0	0	0	11	3	1	1	0	0	0	1	0	1	0	0	3	2	6	6	0	0	0	1	0	1	0	0	0	0	1	2	0	3	0	0	0	0	0	0	7	0	2	0	3	1	0	0	2	0	13	0	0	0	1	0	13	1	0	0	10	0	0	0	11	4	0	0	7	0	0	1	5	1	0	6	0
cell_type1_22	1	0	0	0	3	0	1	1	0	0	0	0	0	3	3	3	3	0	1	0	0	2	1	1	0	2	0	3	1	4	0	2	2	0	2	0	1	0	0	3	9	1	2	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	12	0	0	0	3	0	8	0	0	0	3	0	1	0	20	1	0	0	0	0	0	2	0	5	0	0	0
cell_type1_23	1	0	0	0	0	0	0	1	0	0	0	0	0	9	2	4	1	2	1	0	0	1	0	2	0	0	1	13	1	7	0	0	0	1	1	0	0	2	0	0	0	1	3	0	0	0	3	1	3	0	0	5	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	7	2	0	1	1	1	2	0	0	1	0	1	1	0	5	1	1	5	0	1	0
cell_type1_24	0	0	0	0	0	0	0	0	1	1	0	0	2	0	7	4	4	1	2	0	0	3	7	0	0	0	0	15	0	2	0	0	0	1	0	3	1	0	0	0	0	1	5	1	1	0	0	0	2	0	0	1	5	19	0	4	2	0	2	0	1	0	0	1	0	2	0	1	1	2	0	1	4	7	0	1	0	3	0	6	3	0	0	12	1	0	0	7	0	2	0	0	0	0	0	0	6	0	0	1
cell_type1_25	1	12	0	4	0	0	0	12	0	0	0	0	1	2	0	2	1	0	1	0	1	4	1	0	0	0	1	5	1	3	3	0	0	0	2	1	0	0	0	0	0	1	1	0	1	0	1	3	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	0	1	0	1	2	0	0	2	0	0	5	0	0	0	3	0	1	0	0	2	1	0	3	0	0	0	0	3	0	2	0
cell_type1_26	0	0	0	0	0	0	0	5	0	1	0	0	1	2	2	2	2	0	0	0	0	3	0	1	3	3	0	2	1	1	0	1	0	0	2	0	0	0	1	2	6	1	2	0	0	0	0	1	0	0	0	1	13	2	3	7	1	1	0	0	0	0	1	0	0	1	0	0	0	0	3	0	3	3	0	1	2	2	0	5	0	0	0	1	0	0	0	5	1	1	0	3	0	1	0	0	2	0	4	0
cell_type1_27	0	0	0	0	0	0	1	1	0	0	1	2	1	2	1	1	6	0	2	0	2	5	5	0	0	0	0	8	1	5	0	0	0	0	1	0	0	0	0	2	3	1	0	0	0	0	1	2	0	0	1	0	0	3	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	4	3	0	0	0	2	0	3	0	1	1	6	2	1	0	0	2	0	0	1	0	0	1	1	10	0	1	0
cell_type1_28	2	2	0	0	0	0	1	2	6	2	2	5	0	0	1	1	0	0	0	0	0	2	0	2	0	1	0	13	1	1	0	0	1	0	0	0	1	1	1	0	1	3	0	1	0	0	0	1	0	0	0	6	4	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	8	0	0	0	4	0	4	1	0	0	6	0	3	1	1	0	0	0	0	0	0	0	0	1	0	0	0
cell_type1_29	1	3	0	0	0	0	0	2	1	0	0	1	1	6	12	1	0	1	9	0	0	3	5	0	0	0	0	2	1	3	0	0	0	0	2	0	2	0	3	1	0	2	1	0	0	0	0	0	0	0	0	0	4	0	0	3	4	0	1	0	0	0	0	1	0	3	0	0	0	0	1	0	2	6	0	0	0	8	0	3	0	0	0	7	0	0	0	0	1	0	3	1	0	0	0	1	2	0	0	0
cell_type1_30	0	0	0	0	0	0	0	4	3	0	0	0	2	8	0	5	3	0	3	0	0	1	1	0	0	1	0	4	0	3	2	1	0	0	2	3	1	0	0	0	1	0	4	0	1	0	1	0	2	0	6	4	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	1	0	3	1	3	3	2	1	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
cell_type1_31	1	0	0	0	0	0	0	1	0	0	1	0	2	5	4	1	1	0	1	0	0	0	2	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	4	2	0	0	0	8	4	0	0	3	0	0	3	2	0	0	1	0	4	0	0	1	6	0	0	6	8	0	1	1	3	0	1	0	2	0	14	3	2	0	1	0	0	0	2	0	0	0	0	23	0	3	0
cell_type1_32	1	2	0	0	0	0	0	1	1	0	0	1	2	0	1	1	2	0	0	0	0	4	0	7	0	0	0	7	2	0	1	0	0	0	2	2	0	0	0	0	3	1	1	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	3	0	1	0	0	0	0	2	0	0	3	0	4	1	1	0	0	7	0	2	0	0	0	6	2	0	0	3	1	0	0	0	0	2	0	4	8	0	0	0
cell_type1_33	0	0	0	0	0	1	0	4	0	2	0	2	7	9	5	3	2	2	1	0	0	0	4	0	0	1	0	4	9	7	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	4	0	2	0	0	0	0	2	0	0	3	0	0	1	4	0	1	0	0	0	4	0	0	0	0	0	0	3	4	0	0	0	9	14	0	1	0
cell_type1_34	0	1	0	1	0	0	0	1	1	0	2	2	2	2	9	6	4	0	14	0	0	5	1	1	1	0	1	12	1	0	0	0	0	1	1	0	2	1	0	1	9	1	1	3	0	0	2	1	9	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	1	4	0	7	0	0	0	2	1	3	0	0	0	2	0	0	1	0	0	0	5	0	0	0
cell_type1_35	0	0	0	1	1	0	0	2	0	0	0	0	0	2	1	0	7	0	2	0	0	3	0	0	2	0	0	6	0	2	1	0	0	0	4	3	1	0	1	0	0	1	1	0	0	0	2	2	2	0	3	2	1	0	2	3	0	0	0	1	0	0	3	3	0	0	0	0	0	1	2	2	1	0	1	0	0	0	0	0	3	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	4	0	12	0
cell_type1_36	1	0	0	0	0	0	0	2	0	0	0	5	2	4	3	0	1	1	9	0	0	2	2	2	0	0	0	5	1	7	0	0	0	0	0	1	0	0	0	1	2	4	0	1	1	0	1	1	1	0	0	0	0	0	1	0	9	0	0	0	2	0	0	3	0	1	2	0	0	3	2	1	1	4	1	0	0	7	0	7	1	0	0	7	0	0	0	0	4	0	0	1	0	0	0	1	1	0	0	0
cell_type1_37	2	3	0	0	0	0	0	0	2	0	0	0	3	3	1	11	7	0	2	0	0	4	0	0	0	2	0	12	1	5	1	2	0	0	1	0	1	0	0	1	4	1	0	0	0	0	1	0	0	0	0	0	1	3	0	0	1	0	1	0	2	0	0	0	0	0	2	2	2	0	1	0	3	2	0	0	0	7	0	6	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
cell_type1_38	0	0	1	0	0	0	4	0	0	0	0	0	1	15	0	11	3	0	1	0	0	0	0	9	1	1	0	13	0	2	0	0	0	0	1	0	0	0	0	0	3	0	1	3	1	0	6	3	0	0	1	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	12	2	0	1	5	2	0	0	0	0	0	0	3	10	0	0	0
cell_type1_39	0	0	0	0	1	0	0	5	0	0	1	2	0	0	1	4	0	2	5	0	0	2	5	2	0	0	0	8	2	8	1	0	1	1	0	1	0	0	0	2	0	1	3	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	4	0	0	1	1	1	0	0	0	1	0	0	0	2	9	0	0	2	9	0	0	0	0	0	8	0	3	0	1	0	0	1	2	0	0	1	0	5	0	1	0
cell_type1_40	0	0	0	0	0	0	0	1	2	1	0	1	3	3	5	0	0	0	6	0	0	0	0	0	3	0	0	15	0	1	0	1	1	0	1	4	0	0	0	4	0	1	2	0	0	0	0	3	1	0	0	0	0	0	1	2	3	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	4	4	0	0	1	5	0	7	2	0	0	9	0	1	0	1	5	0	0	0	0	0	2	3	5	0	0	0
cell_type1_41	2	5	0	0	0	0	0	12	0	0	0	1	0	5	5	6	1	0	0	2	0	2	2	3	0	2	0	4	1	13	0	0	0	0	3	1	0	0	0	1	0	1	0	0	1	0	0	2	0	0	2	0	1	3	0	5	0	0	0	1	0	0	1	0	0	5	0	0	0	2	1	0	2	3	0	0	0	8	0	16	0	0	0	2	0	0	1	0	1	0	0	2	0	0	1	4	3	1	0	0
cell_type1_42	4	0	0	0	0	0	0	4	1	0	2	0	2	0	1	0	2	0	4	0	0	2	0	2	0	1	0	4	1	2	3	0	0	0	1	2	0	0	1	1	4	2	0	0	0	0	0	0	0	0	5	1	6	0	0	0	0	0	0	0	3	1	2	0	0	0	0	6	1	0	0	3	1	0	0	0	0	2	0	3	2	0	0	4	0	1	0	9	0	0	2	0	0	2	1	1	6	0	1	0
cell_type1_43	0	4	0	1	0	0	0	4	0	0	0	1	0	1	6	6	0	1	4	3	2	3	4	0	0	0	0	9	0	8	0	0	0	1	0	0	0	0	0	1	8	1	4	0	0	0	0	8	0	0	0	0	10	0	0	1	3	0	0	0	0	0	0	8	2	3	0	1	1	0	2	1	0	3	0	0	1	8	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	2	6	0	2	0
cell_type1_44	0	0	0	0	1	0	0	3	0	0	0	4	4	0	5	0	5	2	0	0	0	3	6	0	0	0	0	4	1	4	0	0	0	0	0	0	2	0	0	1	3	1	0	0	0	6	0	2	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	7	0	5	0	0	0	0	0	0	2	8	0	1	3	1	0	15	1	0	1	3	0	1	0	1	0	0	0	0	0	5	0	0	3	0	0	0
cell_type1_45	0	0	0	0	1	0	1	0	4	0	0	0	0	11	3	10	1	0	4	0	0	1	0	1	0	0	0	3	1	6	0	0	0	0	0	1	0	0	1	2	5	0	6	2	1	0	0	0	1	1	0	0	7	10	0	1	0	0	1	0	0	0	0	4	0	3	0	1	0	0	8	0	4	9	0	0	0	0	0	4	0	3	0	6	0	0	0	0	0	0	1	0	0	0	0	0	1	0	10	0
cell_type1_46	0	1	0	0	1	0	0	3	0	0	0	1	1	4	1	4	1	0	2	1	0	5	1	2	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	2	7	0	0	0	0	1	13	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	2	0	1	0	1	1	0	3	3	1	1	1	4	0	14	0	0	0	18	0	0	0	3	0	1	2	1	0	0	1	0	1	0	1	0
cell_type1_47	2	0	0	0	0	0	0	4	0	0	0	0	1	1	7	10	0	0	2	0	0	0	2	0	0	0	0	7	1	7	0	0	0	0	1	0	0	0	0	1	6	0	2	0	0	1	1	6	0	0	0	0	1	2	0	3	0	0	0	1	2	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	2	10	0	1	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0
cell_type1_48	0	2	0	0	0	0	0	6	0	0	0	0	3	0	0	11	0	0	1	0	0	1	1	0	0	0	0	15	2	1	0	0	1	0	0	0	2	0	0	4	2	0	3	2	0	1	0	0	1	0	0	0	1	0	1	5	1	0	1	0	1	0	0	0	0	3	1	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	5	1	1	1	5	3	0	2	0	0	0	0	2	7	0	11	0
cell_type1_49	0	0	0	0	0	0	0	5	0	1	0	3	2	1	6	0	0	0	4	1	0	2	0	1	0	0	0	3	4	5	1	0	0	0	1	1	0	0	0	1	1	0	0	0	2	0	1	1	2	2	0	2	6	0	0	13	2	0	0	0	1	0	0	0	2	0	0	5	0	4	4	1	1	2	0	0	1	9	0	1	0	0	0	11	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
cell_type1_50	0	1	0	0	0	0	0	3	0	1	1	1	0	1	0	0	3	0	3	0	0	2	0	3	0	0	0	2	0	1	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	8	0	1	0	0	0	0	0	5	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	10	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0
cell_type1_51	1	0	0	1	0	0	0	1	1	0	0	0	4	0	3	4	8	0	2	1	0	0	0	1	1	0	1	14	0	21	4	1	0	0	6	1	0	0	0	2	2	0	0	0	0	1	2	8	0	0	0	0	3	0	0	2	1	0	0	0	2	1	3	0	0	0	0	7	0	0	0	2	1	2	0	0	1	0	0	5	0	0	0	7	0	1	1	5	1	0	0	0	0	0	0	0	9	0	0	0
cell_type1_52	3	0	0	0	0	0	0	8	0	0	3	0	1	1	3	11	5	0	4	0	0	5	1	2	0	0	0	15	1	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	3	1	0	4	0	0	0	0	0	2	0	0	1	0	2	1	3	0	0	3	3	0	0	0	6	0	7	0	0	1	3	1	0	0	5	0	0	0	1	0	0	0	0	3	0	1	0
cell_type1_53	0	1	0	0	0	0	1	24	0	0	0	0	2	10	4	7	2	0	0	0	0	7	1	0	0	0	0	11	3	7	0	0	1	0	2	0	1	0	0	1	4	1	4	0	0	2	1	0	1	0	0	0	2	0	0	1	5	0	0	0	0	0	0	0	0	0	0	3	1	0	2	2	4	9	0	0	0	1	0	12	0	0	0	7	0	1	0	0	2	0	0	0	0	0	1	4	7	0	0	0
cell_type1_54	0	0	0	0	1	0	0	4	0	0	0	0	0	1	1	3	6	0	6	0	0	1	0	7	0	0	0	10	3	3	2	0	0	0	3	1	0	1	0	0	3	0	8	1	0	0	1	0	1	0	1	3	1	0	3	15	0	0	0	0	3	0	1	0	0	0	0	0	0	3	0	0	7	5	0	0	1	4	0	4	0	0	0	2	1	0	4	11	0	0	1	0	0	0	0	0	1	2	0	0
cell_type1_55	1	0	0	0	0	0	0	1	0	0	0	1	0	7	0	0	1	0	1	0	0	2	0	2	1	0	0	5	0	3	2	1	0	1	4	2	0	1	1	2	8	1	1	0	2	0	0	1	0	2	0	3	7	0	0	0	1	0	0	0	1	0	3	0	0	0	0	2	0	1	0	1	0	1	0	0	1	2	0	2	1	2	0	2	0	4	0	10	1	1	0	2	4	0	0	0	3	0	0	0
cell_type1_56	0	0	0	0	0	0	0	0	1	0	0	1	2	0	6	4	0	0	3	0	0	2	1	0	0	0	0	2	1	2	0	0	0	0	3	0	0	0	0	3	2	1	6	0	0	0	0	0	6	0	0	0	0	3	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	3	1	3	3	0	2	0	6	0	14	0	0	0	6	0	0	0	0	2	2	0	2	0	0	0	0	7	0	6	0
cell_type1_57	2	0	0	0	0	0	1	0	3	0	0	0	12	0	4	4	0	0	2	0	0	8	1	2	0	0	0	4	0	1	0	0	0	0	5	0	2	0	0	1	0	8	0	0	0	0	0	1	0	2	0	0	2	0	1	9	11	0	1	0	6	0	2	3	0	1	1	0	1	1	0	2	0	7	0	0	0	3	0	1	0	0	0	10	0	1	0	3	0	1	0	0	0	0	0	0	2	0	1	0
cell_type1_58	0	0	0	0	0	0	1	1	1	0	0	0	1	25	3	0	10	1	3	2	0	7	3	0	0	0	0	20	0	2	0	0	0	0	0	0	0	0	0	1	6	1	0	0	1	1	1	0	1	0	0	0	5	1	1	0	2	0	0	0	1	0	2	5	0	0	0	0	0	0	4	1	2	5	0	0	0	2	0	8	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	9	0	1	0
cell_type1_59	0	3	0	0	0	0	0	0	0	0	0	0	1	0	6	15	0	0	12	1	0	3	3	2	0	0	4	17	0	5	0	0	0	0	0	0	0	0	0	0	1	3	2	1	2	2	0	0	7	0	0	0	8	14	0	5	1	0	0	0	4	0	1	4	2	2	0	0	0	1	1	0	1	5	0	2	0	3	0	4	0	0	0	4	1	0	0	0	0	8	0	1	0	0	2	0	10	0	0	0
cell_type1_60	0	0	0	0	0	0	0	3	2	1	0	1	0	2	1	5	1	0	0	0	0	6	2	1	0	0	0	14	2	6	0	0	0	0	1	0	1	0	0	1	1	0	1	1	3	0	0	0	2	0	0	0	9	8	2	1	1	0	0	0	0	1	0	4	0	2	0	2	1	2	3	0	1	10	0	0	0	4	0	7	0	1	0	4	0	1	0	2	0	0	1	1	2	0	1	1	5	0	0	0
cell_type1_61	1	3	0	0	1	0	0	2	0	0	0	0	1	0	1	0	26	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	1	4	4	0	0	0	11	0	10	0	0	0	6	2	1	0	2	0	0	0	0	0	4	0	0	0	9	0	0	0	3	0	0	0	1	1	0	3	6	0	2	0	0	0	0	2	0	0	0	0	6	2	0	3	0	0	0	1	0	0	0	1	1	0	0	0
cell_type1_62	3	0	0	1	0	0	0	0	0	0	1	2	0	0	0	5	10	0	0	1	0	3	0	3	1	0	2	5	0	0	1	0	7	1	6	0	0	0	0	1	3	0	4	1	1	0	0	1	1	0	0	5	3	0	5	4	1	0	0	3	1	0	0	0	0	0	0	2	1	1	0	1	3	0	0	0	0	3	0	4	0	0	0	5	1	1	0	4	1	0	0	1	0	4	1	1	6	0	0	0
cell_type1_63	0	0	0	0	0	0	0	1	0	0	1	1	3	1	4	2	1	0	2	1	0	3	2	0	0	0	0	4	2	7	1	0	0	0	1	1	0	0	0	3	0	3	8	0	1	0	0	1	5	3	0	2	0	0	0	0	0	1	0	0	4	0	1	1	1	2	0	0	0	6	3	2	1	5	0	3	1	10	0	6	0	0	0	2	0	2	0	0	0	0	1	2	0	0	3	0	5	0	0	0
